country,indicator,sex,classification1,classification2,year,value
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (10-year bands): 65+,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2020,39.751
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): Total,Economic activity (Aggregate): Total,2020,2626.146
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): Total,Economic activity (Aggregate): Agriculture,2020,765.256
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): Total,Economic activity (Aggregate): Manufacturing,2020,628.162
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): Total,Economic activity (Aggregate): Construction,2020,16.311
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2020,13.168
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2020,554.525
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2020,648.725
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 15-24,Economic activity (Aggregate): Total,2020,207.649
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 15-24,Economic activity (Aggregate): Agriculture,2020,20.228
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 15-24,Economic activity (Aggregate): Manufacturing,2020,83.116
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 15-24,Economic activity (Aggregate): Construction,2020,2.365
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 15-24,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2020,70.675
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 15-24,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2020,30.864
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 25-34,Economic activity (Aggregate): Total,2020,501.474
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 25-34,Economic activity (Aggregate): Agriculture,2020,78.976
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 25-34,Economic activity (Aggregate): Manufacturing,2020,114.79
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 25-34,Economic activity (Aggregate): Construction,2020,4.668
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 25-34,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2020,2.064
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 25-34,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2020,125.319
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 25-34,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2020,175.657
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 35-44,Economic activity (Aggregate): Total,2020,674
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 35-44,Economic activity (Aggregate): Agriculture,2020,182.069
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 35-44,Economic activity (Aggregate): Manufacturing,2020,172.805
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 35-44,Economic activity (Aggregate): Construction,2020,3.629
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 35-44,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2020,6.868
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 35-44,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2020,121.927
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 35-44,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2020,186.701
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 45-54,Economic activity (Aggregate): Total,2020,654.233
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 45-54,Economic activity (Aggregate): Agriculture,2020,225.047
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 45-54,Economic activity (Aggregate): Manufacturing,2020,146.009
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 45-54,Economic activity (Aggregate): Construction,2020,3.853
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 45-54,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2020,2.895
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 45-54,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2020,121.884
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 45-54,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2020,154.546
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 55-64,Economic activity (Aggregate): Total,2020,431.121
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 55-64,Economic activity (Aggregate): Agriculture,2020,180.557
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 55-64,Economic activity (Aggregate): Manufacturing,2020,81.928
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 55-64,Economic activity (Aggregate): Construction,2020,1.795
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 55-64,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2020,82.275
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 55-64,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2020,84.033
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 65+,Economic activity (Aggregate): Total,2020,157.669
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 65+,Economic activity (Aggregate): Agriculture,2020,78.377
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 65+,Economic activity (Aggregate): Manufacturing,2020,29.514
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 65+,Economic activity (Aggregate): Construction,2020,0
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 65+,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2020,32.444
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (10-year bands): 65+,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2020,16.924
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15+",Economic activity (Broad sector): Total,2019,8180.693
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15+",Economic activity (Broad sector): Agriculture,2019,2071.94
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15+",Economic activity (Broad sector): Non-agriculture,2019,6108.752
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15+",Economic activity (Broad sector): Industry,2019,2258.421
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15+",Economic activity (Broad sector): Services,2019,3850.332
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Total,2019,7593.643
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Agriculture,2019,1793.613
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Non-agriculture,2019,5800.03
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Industry,2019,2158.343
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Services,2019,3641.687
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Total,2019,735.501
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Agriculture,2019,98.488
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Non-agriculture,2019,637.013
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Industry,2019,275.724
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Services,2019,361.289
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 25+",Economic activity (Broad sector): Total,2019,7445.192
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 25+",Economic activity (Broad sector): Agriculture,2019,1973.452
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 25+",Economic activity (Broad sector): Non-agriculture,2019,5471.74
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 25+",Economic activity (Broad sector): Industry,2019,1982.697
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 25+",Economic activity (Broad sector): Services,2019,3489.042
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15+",Economic activity (Broad sector): Total,2019,5368.896
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15+",Economic activity (Broad sector): Agriculture,2019,1333.248
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15+",Economic activity (Broad sector): Non-agriculture,2019,4035.648
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15+",Economic activity (Broad sector): Industry,2019,1509.657
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15+",Economic activity (Broad sector): Services,2019,2525.991
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Total,2019,4946.477
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Agriculture,2019,1128.884
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Non-agriculture,2019,3817.593
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Industry,2019,1444.782
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Services,2019,2372.811
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Total,2019,497.59
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Agriculture,2019,83.084
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Non-agriculture,2019,414.506
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Industry,2019,177.882
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Services,2019,236.625
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 25+",Economic activity (Broad sector): Total,2019,4871.306
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 25+",Economic activity (Broad sector): Agriculture,2019,1250.165
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 25+",Economic activity (Broad sector): Non-agriculture,2019,3621.142
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 25+",Economic activity (Broad sector): Industry,2019,1331.775
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 25+",Economic activity (Broad sector): Services,2019,2289.366
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15+",Economic activity (Broad sector): Total,2019,2811.796
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15+",Economic activity (Broad sector): Agriculture,2019,738.692
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15+",Economic activity (Broad sector): Non-agriculture,2019,2073.105
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15+",Economic activity (Broad sector): Industry,2019,748.764
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15+",Economic activity (Broad sector): Services,2019,1324.341
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Total,2019,2647.166
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Agriculture,2019,664.729
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Non-agriculture,2019,1982.437
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Industry,2019,713.561
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-64",Economic activity (Broad sector): Services,2019,1268.876
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Total,2019,237.911
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Agriculture,2019,15.404
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Non-agriculture,2019,222.506
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Industry,2019,97.842
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-24",Economic activity (Broad sector): Services,2019,124.665
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 25+",Economic activity (Broad sector): Total,2019,2573.885
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 25+",Economic activity (Broad sector): Agriculture,2019,723.287
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 25+",Economic activity (Broad sector): Non-agriculture,2019,1850.598
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 25+",Economic activity (Broad sector): Industry,2019,650.922
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 25+",Economic activity (Broad sector): Services,2019,1199.676
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15+",Economic activity (Aggregate): Total,2019,8180.693
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15+",Economic activity (Aggregate): Agriculture,2019,2071.94
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15+",Economic activity (Aggregate): Manufacturing,2019,1504.314
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15+",Economic activity (Aggregate): Construction,2019,641.488
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15+","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2019,112.618
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15+","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2019,2442.402
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15+","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2019,1407.93
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-64",Economic activity (Aggregate): Total,2019,7593.643
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-64",Economic activity (Aggregate): Agriculture,2019,1793.613
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-64",Economic activity (Aggregate): Manufacturing,2019,1427.472
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-64",Economic activity (Aggregate): Construction,2019,620.831
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-64","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2019,110.04
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-64","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2019,2298.146
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-64","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2019,1343.541
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-24",Economic activity (Aggregate): Total,2019,735.501
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-24",Economic activity (Aggregate): Agriculture,2019,98.488
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-24",Economic activity (Aggregate): Manufacturing,2019,196.028
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-24",Economic activity (Aggregate): Construction,2019,70.429
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-24","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2019,9.267
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-24","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2019,282.672
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 15-24","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2019,78.617
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 25+",Economic activity (Aggregate): Total,2019,7445.192
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 25+",Economic activity (Aggregate): Agriculture,2019,1973.452
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 25+",Economic activity (Aggregate): Manufacturing,2019,1308.287
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 25+",Economic activity (Aggregate): Construction,2019,571.059
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 25+","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2019,103.351
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 25+","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2019,2159.73
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,"Age (Youth, adults): 25+","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2019,1329.313
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15+",Economic activity (Aggregate): Total,2019,5368.896
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15+",Economic activity (Aggregate): Agriculture,2019,1333.248
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15+",Economic activity (Aggregate): Manufacturing,2019,784.687
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15+",Economic activity (Aggregate): Construction,2019,623.898
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15+","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2019,101.072
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15+","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2019,1815.887
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15+","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2019,710.104
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-64",Economic activity (Aggregate): Total,2019,4946.477
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-64",Economic activity (Aggregate): Agriculture,2019,1128.884
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-64",Economic activity (Aggregate): Manufacturing,2019,741.794
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-64",Economic activity (Aggregate): Construction,2019,604.041
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-64","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2019,98.947
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-64","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2019,1705.448
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-64","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2019,667.363
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-24",Economic activity (Aggregate): Total,2019,497.59
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-24",Economic activity (Aggregate): Agriculture,2019,83.084
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-24",Economic activity (Aggregate): Manufacturing,2019,100.386
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-24",Economic activity (Aggregate): Construction,2019,68.923
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-24","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2019,8.573
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-24","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2019,197.467
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 15-24","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2019,39.157
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 25+",Economic activity (Aggregate): Total,2019,4871.306
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 25+",Economic activity (Aggregate): Agriculture,2019,1250.165
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 25+",Economic activity (Aggregate): Manufacturing,2019,684.302
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 25+",Economic activity (Aggregate): Construction,2019,554.975
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 25+","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2019,92.499
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 25+","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2019,1618.42
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,"Age (Youth, adults): 25+","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2019,670.947
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15+",Economic activity (Aggregate): Total,2019,2811.796
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15+",Economic activity (Aggregate): Agriculture,2019,738.692
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15+",Economic activity (Aggregate): Manufacturing,2019,719.627
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15+",Economic activity (Aggregate): Construction,2019,17.59
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15+","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2019,11.547
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15+","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2019,626.514
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15+","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2019,697.826
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-64",Economic activity (Aggregate): Total,2019,2647.166
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-64",Economic activity (Aggregate): Agriculture,2019,664.729
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-64",Economic activity (Aggregate): Manufacturing,2019,685.678
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,"Age (Youth, adults): 15-64",Economic activity (Aggregate): Construction,2019,16.79
